county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Trinity,26/01/2021,0,0,0,25,0,0,0
Trinity,20/06/2020,0,4,4,54,0,0,
San Luis Obispo,06/09/2021,47,2,49,443,12,0,14
Nevada,13/08/2021,23,0,23,125,1,0,3
Solano,30/07/2020,38,16,54,564,14,2,6
Modoc,24/04/2020,0,0,0,12,0,0,
Tuolumne,11/09/2021,10,0,10,72,4,0,0
Ventura,02/03/2021,101,14,115,1149,33,1,42
Alameda,10/04/2021,68,30,98,2496,19,3,105
Madera,30/08/2021,32,9,41,278,9,0,8
Mono,02/08/2020,1,0,1,17,0,0,2
San Bernardino,08/06/2020,197,54,251,4821,74,12,156
Stanislaus,06/07/2021,37,10,47,1294,10,1,42
Tuolumne,22/06/2021,1,0,1,72,0,0,5
Fresno,03/03/2021,174,24,198,1525,35,1,24
Ventura,11/07/2020,83,17,100,1549,29,5,48
Contra Costa,08/05/2020,21,61,82,1628,7,14,99
Humboldt,19/07/2021,10,3,13,274,2,0,11
Butte,06/04/2021,8,0,8,451,0,0,21
Shasta,25/08/2020,5,0,5,561,1,0,4
Siskiyou,20/11/2020,5,0,5,56,2,0,9
Kern,17/07/2020,252,30,282,1822,72,3,67
Tehama,29/08/2020,1,0,1,59,0,0,2
San Bernardino,06/07/2020,501,73,574,4834,160,10,129
San Francisco,27/04/2021,24,5,29,2128,10,4,90
Yuba,15/04/2021,7,1,8,261,1,0,5
Nevada,08/07/2021,7,0,7,127,1,0,4
Santa Barbara,26/05/2021,6,0,6,603,3,0,36
San Bernardino,09/06/2020,205,71,276,4821,76,18,136
Merced,05/06/2021,0,0,0,41,0,0,3
San Bernardino,24/08/2021,573,22,595,3627,144,6,123
Lake,03/10/2020,0,3,3,65,0,1,6
Calaveras,12/06/2021,0,0,0,33,0,0,6
Sonoma,06/03/2021,19,0,19,651,10,0,15
Modoc,14/01/2021,0,0,0,11,0,0,0
Riverside,16/11/2020,338,59,397,3452,81,10,51
Lake,21/07/2020,0,0,0,110,0,0,1
Orange,02/08/2021,333,14,347,5871,62,3,184
Yolo,16/08/2020,5,0,5,96,3,0,5
Contra Costa,18/06/2020,25,18,43,1628,10,4,146
Contra Costa,18/09/2020,45,29,74,1499,20,8,56
El Dorado,19/08/2020,1,0,1,189,1,0,9
El Dorado,22/06/2021,0,0,0,190,0,0,3
Napa,10/03/2021,3,0,3,218,1,0,6
Yuba,10/04/2021,7,2,9,261,1,0,5
El Dorado,14/06/2020,0,4,4,235,0,4,10
Mendocino,06/06/2021,3,0,3,88,2,0,8
San Bernardino,04/05/2021,71,11,82,3581,25,3,163
San Luis Obispo,31/07/2020,12,5,17,463,4,1,18
Humboldt,23/10/2020,4,1,5,275,1,1,4
Shasta,28/05/2021,12,0,12,567,4,0,21
Orange,23/10/2020,159,42,201,5892,55,9,168
Monterey,03/08/2021,21,1,22,736,3,0,28
Sacramento,27/09/2021,270,18,288,2641,78,2,88
Tulare,12/10/2020,26,4,30,664,4,0,35
Sonoma,07/06/2020,5,66,71,871,3,9,49
Los Angeles,06/02/2021,4186,306,4492,19328,1214,31,277
Tulare,11/07/2021,10,7,17,647,1,0,21
Imperial,14/09/2021,21,0,21,236,8,0,6
Calaveras,24/12/2020,6,0,6,33,2,0,4
Amador,11/06/2021,1,0,1,53,0,0,0
Plumas,01/05/2021,0,0,0,35,0,0,0
Tulare,23/01/2021,157,9,166,677,25,0,3
Kern,04/01/2021,401,5,406,1158,90,0,9
Monterey,01/04/2021,17,0,17,720,2,0,19
Fresno,30/04/2020,41,37,78,1997,15,4,83
San Mateo,16/06/2021,7,7,14,712,0,0,17
Amador,30/10/2020,0,0,0,51,0,0,2
Inyo,14/06/2020,0,0,0,42,0,0,3
Contra Costa,26/12/2020,242,24,266,1519,56,5,29
Riverside,28/05/2020,202,99,301,4000,62,23,134
Napa,23/06/2020,7,7,14,397,0,1,3
Madera,09/07/2020,23,7,30,340,4,0,18
Trinity,02/09/2021,0,0,0,25,0,0,0
San Francisco,10/12/2020,118,1,119,1917,33,0,35
Glenn,18/09/2020,0,0,0,47,0,0,0
Solano,21/07/2020,51,5,56,707,20,1,41
San Bernardino,18/09/2020,169,47,216,3832,50,10,156
Riverside,20/01/2021,1529,126,1655,3433,335,12,22
Stanislaus,06/02/2021,218,31,249,1296,47,7,12
Madera,13/07/2020,31,7,38,340,3,0,11
San Diego,17/08/2021,569,30,599,6497,136,6,188
Inyo,16/06/2021,1,0,1,29,0,0,2
San Diego,29/07/2020,366,82,448,6144,122,17,248
El Dorado,28/06/2021,3,0,3,190,0,0,3
Lassen,12/04/2021,0,0,0,25,0,0,0
Mendocino,10/08/2020,15,0,15,150,2,0,8
Santa Cruz,08/08/2021,12,0,12,372,2,0,4
Nevada,16/08/2021,24,0,24,137,5,0,0
Placer,20/09/2020,22,28,50,747,8,3,34
San Diego,29/03/2021,179,16,195,6435,68,4,285
Monterey,30/03/2020,11,16,,,4,0,17
Modoc,04/03/2021,0,0,0,12,0,0,0
Solano,16/09/2021,107,9,116,582,27,0,7
Imperial,13/07/2020,81,0,81,298,22,0,7
Stanislaus,09/01/2021,338,17,355,1302,75,0,7
Del Norte,08/06/2020,0,0,0,51,0,0,1
Tulare,25/04/2020,26,0,26,882,7,0,22
Sacramento,09/08/2020,261,65,326,2443,82,11,104
Trinity,06/04/2021,0,0,0,25,0,0,0
Kern,12/09/2020,70,11,81,1311,15,1,51
Tehama,07/06/2020,0,0,0,106,0,0,1
Inyo,22/07/2020,0,0,0,0,0,0,0
Calaveras,12/10/2020,0,0,0,33,0,0,6
Humboldt,16/05/2020,3,4,7,352,1,0,5
Alameda,15/04/2021,72,38,110,2497,18,5,107
Santa Cruz,16/08/2021,11,0,11,372,3,0,7
Butte,18/06/2020,4,0,4,448,2,0,6
Mono,20/01/2021,1,0,1,17,0,0,2
San Diego,19/07/2021,168,11,179,6478,43,2,260
Siskiyou,04/06/2020,0,1,1,65,0,0,5
Marin,11/03/2021,15,3,18,318,7,0,8
Lassen,08/02/2021,3,0,3,25,0,0,0
Del Norte,24/04/2020,0,4,4,,0,0,6
Nevada,20/07/2021,5,0,5,121,1,0,5
San Francisco,20/01/2021,234,9,243,2122,58,0,55
Santa Clara,02/10/2021,117,16,133,3093,30,2,64
Sutter,10/05/2020,0,0,0,14,0,0,
Lake,21/10/2020,2,0,2,65,2,0,1
San Mateo,25/08/2021,52,7,59,707,17,1,15
Nevada,29/10/2020,2,1,3,131,1,1,3
Yolo,30/09/2020,6,0,6,96,4,0,3
Imperial,07/07/2021,7,0,7,236,0,0,10
Contra Costa,10/04/2020,42,30,,,17,6,75
San Bernardino,17/12/2020,1492,100,1592,4094,291,8,40
Ventura,16/10/2020,29,4,33,1238,18,1,54
Yuba,29/07/2020,19,0,19,457,8,0,7
Kings,24/07/2021,16,0,16,106,2,0,1
San Diego,03/07/2020,367,68,435,6316,148,9,318
Tulare,10/04/2021,18,0,18,644,5,0,12
Fresno,18/05/2021,67,5,72,1530,17,0,13
Yolo,03/05/2020,0,0,0,130,1,1,9
Monterey,27/08/2021,44,0,44,716,7,0,23
Placer,12/11/2020,46,10,56,797,6,1,24
Orange,25/04/2020,177,133,310,5370,74,21,394
Tulare,30/09/2021,162,7,169,686,26,0,7
Calaveras,17/05/2020,0,0,0,50,0,0,11
Amador,01/04/2020,0,3,,,0,0,2
Santa Clara,03/06/2021,39,14,53,3057,14,4,60
Fresno,23/08/2021,398,18,416,1670,74,1,12
Sacramento,08/11/2020,136,22,158,2561,27,5,74
El Dorado,17/09/2021,16,0,16,190,7,0,3
Los Angeles,04/07/2021,273,74,347,19045,65,7,732
Solano,03/07/2020,38,9,47,707,14,1,35
Madera,17/10/2020,7,7,14,263,0,1,25
San Francisco,25/06/2021,17,5,22,2153,4,0,107
Sutter,31/01/2021,0,0,0,14,0,0,0
Humboldt,21/05/2020,4,12,16,352,1,2,5
Kings,23/09/2021,73,0,73,135,13,0,2
Butte,02/08/2021,27,0,27,451,1,0,13
Butte,30/08/2021,100,1,101,461,7,1,7
Sutter,10/07/2020,0,0,0,14,0,0,
Sutter,02/09/2020,0,0,0,0,0,0,0
Humboldt,05/11/2020,2,0,2,281,0,0,6
Orange,01/09/2021,521,13,534,5903,143,3,147
Stanislaus,23/06/2021,48,6,54,1301,12,1,37
Sutter,07/08/2020,0,0,0,0,0,0,0
Mariposa,21/11/2020,0,0,0,19,0,0,0
Inyo,25/09/2021,2,0,2,29,0,0,2
Lassen,03/09/2021,4,0,4,25,0,0,0
San Benito,05/10/2020,0,0,0,25,0,0,3
Napa,06/04/2021,5,0,5,210,1,0,4
Shasta,12/10/2020,7,1,8,561,0,0,4
Tulare,27/04/2021,20,6,26,667,3,0,27
Mariposa,20/06/2020,0,0,0,30,0,0,
San Mateo,08/08/2020,45,16,61,683,12,3,30
Sacramento,09/12/2020,398,24,422,2481,79,5,55
Kern,24/04/2021,30,6,36,1135,5,1,43
Mariposa,22/02/2021,0,0,0,14,0,0,0
Alameda,21/05/2020,77,162,239,2968,39,23,114
Sacramento,21/01/2021,419,25,444,2609,122,7,57
Santa Barbara,15/06/2021,12,0,12,603,4,0,41
Mendocino,22/08/2020,3,0,3,150,1,0,4
Glenn,30/07/2020,0,2,2,47,0,0,0
Modoc,07/02/2021,1,0,1,12,0,0,0
Tehama,01/05/2021,4,0,4,52,0,0,4
Alameda,27/09/2021,139,27,166,2465,51,3,119
Humboldt,17/08/2021,29,0,29,274,10,0,8
Orange,24/04/2020,175,138,313,5374,68,24,391
Kern,16/08/2020,171,10,181,1289,70,0,25
Modoc,02/10/2021,1,0,1,12,0,0,0
Sacramento,27/04/2021,97,14,111,2602,23,3,99
Riverside,10/03/2021,234,30,264,3294,56,2,96
Glenn,09/12/2020,5,0,5,47,0,0,0
Mariposa,06/03/2021,0,0,0,14,0,0,0
San Benito,26/06/2020,0,0,0,25,0,0,1
Mono,24/11/2020,0,0,0,17,0,0,2
Imperial,08/11/2020,50,0,50,250,15,0,0
San Diego,04/08/2021,406,25,431,6493,83,0,201
Santa Cruz,03/09/2020,9,7,16,277,3,1,9
San Diego,17/04/2021,160,22,182,6440,54,4,242
Santa Barbara,04/12/2020,54,0,54,688,15,0,60
Tulare,05/04/2020,4,20,,,8,2,3
Modoc,07/01/2021,1,1,2,11,0,0,0
Madera,05/05/2020,0,0,0,568,0,0,19
Riverside,25/08/2020,225,84,309,3376,78,13,91
Nevada,16/04/2020,3,3,,,2,2,2
San Mateo,26/01/2021,147,13,160,726,33,2,12
Santa Clara,10/08/2020,187,18,205,3034,56,2,118
Tehama,24/07/2020,0,0,0,59,0,0,5
Siskiyou,16/12/2020,9,0,9,56,2,0,9
San Benito,03/10/2021,6,0,6,25,2,0,0
Riverside,06/02/2021,786,111,897,3320,201,9,39
Napa,09/08/2020,8,2,10,359,5,0,19
San Diego,22/05/2021,125,15,140,6476,42,0,240
Butte,28/11/2020,45,2,47,451,6,2,10
Orange,19/05/2020,269,97,366,7007,116,19,352
Modoc,08/11/2020,2,0,2,41,0,0,0
Nevada,29/06/2021,7,0,7,125,1,0,6
Mendocino,08/03/2021,2,0,2,111,0,0,4
Del Norte,02/02/2021,0,0,0,51,0,0,2
Santa Clara,30/03/2020,153,93,,,74,23,103
Sutter,26/05/2021,0,0,0,14,0,0,0
Tuolumne,06/05/2021,1,0,1,84,0,0,2
Mono,06/05/2020,1,0,1,17,0,0,2
Siskiyou,01/10/2020,0,0,0,56,0,0,10
San Bernardino,04/12/2020,913,85,998,4037,209,8,63
Stanislaus,08/03/2021,121,16,137,1306,25,2,21
Stanislaus,03/04/2021,106,16,122,1298,20,1,18
Lassen,21/01/2021,5,0,5,25,0,0,0
San Bernardino,12/09/2020,190,36,226,3800,66,2,170
Del Norte,08/02/2021,1,0,1,51,1,0,3
San Bernardino,09/12/2020,1094,92,1186,4020,226,5,50
Kings,02/08/2020,73,1,74,199,8,1,3
Trinity,06/03/2021,0,0,0,25,0,0,0
San Bernardino,02/07/2021,84,10,94,3551,22,2,159
Yolo,07/06/2021,1,0,1,124,0,0,4
Placer,30/03/2020,19,19,,,5,1,29
Mendocino,10/04/2020,0,1,,,0,1,5
Fresno,16/04/2021,95,12,107,1499,17,1,13
Fresno,06/06/2020,70,41,111,2137,15,4,88
San Joaquin,26/06/2021,31,5,36,909,10,0,21
Yuba,25/03/2021,3,0,3,261,1,0,2
Mono,19/06/2020,0,0,0,40,0,0,2
Madera,23/06/2020,7,0,7,528,1,0,15
Riverside,15/12/2020,1000,116,1116,3536,212,7,26
Placer,12/08/2021,175,14,189,783,32,1,12
San Francisco,21/10/2020,23,10,33,1894,7,5,59
Lassen,11/04/2020,0,4,,,0,0,
Kings,16/02/2021,56,0,56,133,11,0,3
Ventura,29/08/2021,140,0,140,1165,30,0,23
Santa Clara,04/01/2021,719,19,738,3105,146,6,40
Nevada,04/04/2021,3,0,3,114,0,0,2
Yolo,24/08/2020,8,0,8,96,4,0,8
San Diego,21/09/2020,209,54,263,6623,68,12,320
Humboldt,26/12/2020,5,2,7,274,2,0,14
Fresno,01/07/2020,125,24,149,2028,32,5,80
Kern,25/08/2020,155,3,158,1308,58,0,41
Kings,14/07/2020,68,1,69,199,8,1,0
San Bernardino,17/06/2020,233,64,297,4821,76,12,146
El Dorado,11/01/2021,46,0,46,190,9,0,7
Shasta,21/07/2020,3,0,3,671,1,0,3
Marin,01/12/2020,15,2,17,344,4,0,12
Amador,05/08/2021,10,1,11,53,2,0,0
Merced,08/11/2020,11,0,11,271,5,0,12
Humboldt,26/03/2021,3,4,7,264,1,2,7
Los Angeles,14/07/2020,2173,726,2899,23862,579,96,1297
Fresno,10/06/2020,67,35,102,2144,19,4,84
Riverside,18/05/2021,60,12,72,3279,13,2,114
Lassen,01/11/2020,0,0,0,25,0,0,0
Monterey,05/07/2021,3,0,3,724,1,0,25
Placer,05/03/2021,45,7,52,782,14,1,23
Amador,16/04/2021,0,0,0,52,0,0,3
San Joaquin,02/05/2020,17,16,33,1146,9,6,22
Mariposa,02/08/2020,0,0,0,19,0,0,0
Trinity,14/11/2020,0,0,0,25,0,0,0
Nevada,24/04/2020,1,4,5,116,0,2,6
Lake,30/10/2020,3,1,4,65,2,0,1
Amador,10/05/2020,0,0,0,51,0,0,2
Santa Cruz,13/09/2020,17,0,17,276,2,0,9
Santa Cruz,14/03/2021,9,0,9,372,2,0,9
Tehama,20/04/2020,0,0,,,0,0,6
Mariposa,04/11/2020,0,0,0,19,0,0,0
Santa Clara,22/02/2021,226,26,252,3027,71,4,78
Alameda,07/08/2020,167,47,214,2393,51,9,87
Napa,22/06/2021,3,0,3,210,2,0,4
Tulare,31/03/2020,6,14,,,4,5,9
Placer,04/08/2021,115,13,128,768,25,1,17
Placer,11/09/2021,199,13,212,770,48,1,11
Napa,08/09/2020,4,0,4,351,2,0,21
Mariposa,02/11/2020,0,0,0,19,0,0,0
Calaveras,22/10/2020,0,0,0,33,0,0,5
Orange,15/06/2020,346,79,425,6976,138,21,417
Contra Costa,10/10/2020,30,18,48,1465,7,2,52
Del Norte,16/09/2021,11,0,11,48,4,0,0
Santa Cruz,09/06/2020,1,3,4,397,0,0,11
Del Norte,05/10/2020,0,0,0,52,0,0,3
Tuolumne,02/09/2020,2,1,3,84,0,0,5
Mono,20/12/2020,0,0,0,17,0,0,2
Sonoma,24/01/2021,92,2,94,623,26,0,17
Contra Costa,05/09/2021,181,15,196,1334,52,2,40
Tehama,02/01/2021,26,0,26,59,1,0,0
Marin,16/06/2021,0,3,3,330,0,1,10
Mendocino,14/10/2020,0,0,0,150,0,0,4
San Benito,04/05/2021,1,0,1,25,1,0,0
Sacramento,11/04/2020,67,46,,,29,10,80
Tuolumne,27/07/2020,1,0,1,84,0,0,2
Tuolumne,03/07/2020,1,0,1,151,1,0,0
Tehama,10/05/2020,0,0,0,106,0,0,3
Tuolumne,01/03/2021,0,0,0,84,0,0,6
Mendocino,19/11/2020,5,0,5,177,5,0,4
Fresno,18/11/2020,170,19,189,1699,28,1,19
Nevada,04/09/2020,1,2,3,119,0,1,2
Kings,16/09/2021,73,0,73,131,12,0,1
Santa Cruz,29/05/2020,3,9,12,397,1,0,18
Santa Barbara,02/05/2021,6,0,6,603,2,0,36
Monterey,05/08/2020,52,1,53,691,17,1,22
Napa,29/06/2020,7,3,10,397,6,2,0
Shasta,18/09/2020,4,0,4,561,0,0,8
Imperial,21/04/2021,15,3,18,236,6,0,4
Nevada,12/03/2021,5,0,5,129,2,0,0
Solano,16/08/2020,40,6,46,570,16,1,7
Del Norte,28/07/2020,0,0,0,51,0,0,1
Madera,04/03/2021,9,3,12,278,3,0,6
Orange,14/05/2021,80,9,89,5854,25,0,238
Sutter,15/06/2020,0,0,0,14,0,0,
Sonoma,08/01/2021,101,4,105,676,17,0,10
Lassen,25/08/2020,0,0,0,25,0,0,0
Del Norte,23/10/2020,1,0,1,51,0,0,3
San Joaquin,27/10/2020,26,4,30,983,7,0,41
Marin,31/12/2020,38,4,42,352,7,0,8
Orange,02/12/2020,735,49,784,6072,179,6,114
Santa Barbara,10/05/2021,16,3,19,603,3,1,29
Humboldt,01/07/2021,8,2,10,265,3,1,12
Santa Clara,03/02/2021,418,9,427,3144,112,2,48
Ventura,31/07/2020,85,40,125,1314,25,9,45
Solano,15/03/2021,29,7,36,562,4,1,18
Lassen,09/12/2020,2,0,2,25,0,0,0
San Diego,24/08/2020,228,81,309,6610,83,16,302
Humboldt,24/08/2020,1,4,5,271,1,1,2
San Francisco,28/07/2021,76,4,80,2162,23,0,86
Sutter,30/09/2020,0,0,0,0,0,0,0
Amador,03/04/2020,0,0,,,0,0,1
Sacramento,12/04/2020,69,46,,,28,9,68
Butte,27/07/2021,20,0,20,451,3,0,11
Mariposa,02/03/2021,0,0,0,14,0,0,0
San Francisco,25/07/2020,93,25,118,1987,26,5,79
Amador,01/09/2021,15,1,16,53,6,0,0
Yolo,04/05/2020,0,0,0,130,1,1,9
Sutter,22/08/2021,0,0,0,14,0,0,0
Del Norte,26/06/2020,1,0,1,51,1,0,2
Kern,04/08/2021,118,1,119,1172,26,0,50
San Diego,01/04/2021,186,28,214,6439,56,5,273
Lassen,10/09/2021,7,0,7,25,0,0,0
Yuba,14/03/2021,10,1,11,261,2,0,5
San Bernardino,26/04/2021,99,12,111,3557,18,2,153
Siskiyou,01/05/2021,10,0,10,56,1,0,6
San Benito,28/12/2020,15,0,15,25,3,0,0
San Bernardino,08/03/2021,253,38,291,3502,49,11,125
Santa Barbara,18/08/2020,62,8,70,666,22,3,50
El Dorado,06/10/2020,0,0,0,189,0,0,8
San Bernardino,22/07/2021,174,19,193,3599,33,1,167
Modoc,16/08/2020,0,0,0,41,0,0,0
Butte,02/09/2020,17,1,18,451,3,0,12
Madera,22/08/2021,25,7,32,288,7,0,12
Santa Clara,21/08/2020,155,23,178,3134,45,4,97
Sonoma,02/02/2021,81,6,87,655,20,0,11
Lassen,23/11/2020,4,0,4,25,0,0,0
Santa Barbara,13/02/2021,122,7,129,603,25,2,31
Butte,11/05/2021,13,0,13,451,2,0,8
Shasta,15/07/2021,13,0,13,561,0,0,19
Mono,27/05/2021,0,0,0,17,0,0,2
Santa Cruz,12/05/2021,1,0,1,372,0,0,7
Alameda,23/09/2021,156,38,194,2510,56,3,95
Del Norte,19/07/2021,0,0,0,53,0,0,0
Monterey,08/03/2021,38,0,38,720,8,0,20
San Joaquin,05/05/2020,18,29,47,1366,9,8,25
Sacramento,30/06/2020,106,21,127,2451,29,2,86
El Dorado,10/07/2020,2,0,2,235,2,0,7
San Francisco,04/07/2020,68,14,82,2647,26,1,102
San Diego,06/06/2021,84,21,105,6462,32,4,290
Siskiyou,26/06/2020,0,0,0,65,0,0,3
Nevada,09/01/2021,12,0,12,115,4,0,1
Glenn,30/06/2020,0,0,0,47,0,0,
Orange,12/04/2020,138,108,,,63,33,190
Amador,03/08/2021,8,0,8,53,3,0,0
Nevada,10/08/2020,4,1,5,89,1,0,5
Lake,19/05/2020,0,1,1,110,0,1,1
Shasta,23/12/2020,52,0,52,567,10,0,4
Calaveras,25/08/2020,4,4,8,33,3,1,4
Mendocino,13/12/2020,14,0,14,88,2,0,6
Inyo,07/02/2021,5,0,5,29,1,0,1
Mendocino,11/05/2020,0,0,0,180,0,0,5
Calaveras,25/09/2020,0,0,0,33,0,0,5
Butte,01/09/2021,104,0,104,461,9,0,1
Kern,06/08/2020,217,12,229,1297,72,0,45
Contra Costa,11/04/2020,39,38,,,15,15,75
Yolo,09/03/2021,6,0,6,128,2,0,1
Santa Cruz,18/12/2020,58,0,58,372,12,0,3
Shasta,13/05/2020,0,0,0,667,0,0,5
Tehama,21/09/2021,30,0,30,60,8,0,0
Butte,11/02/2021,25,0,25,451,7,0,12
El Dorado,05/09/2021,29,0,29,190,10,0,1
Modoc,05/05/2021,0,0,0,12,0,0,0
Orange,28/09/2020,162,78,240,5626,46,10,239
Orange,27/01/2021,1592,32,1624,5985,439,3,97
Napa,04/05/2021,2,0,2,214,1,0,4
Ventura,23/07/2021,44,12,56,1152,6,0,45
Yolo,27/11/2020,18,0,18,97,5,0,8
Napa,20/07/2020,8,2,10,387,2,1,6
Imperial,29/04/2021,14,0,14,236,6,0,1
Santa Barbara,13/09/2021,61,1,62,614,19,1,30
San Francisco,10/04/2020,85,46,,,32,12,125
Monterey,04/07/2021,3,0,3,724,1,0,20
Santa Cruz,22/07/2021,4,0,4,372,2,0,5
Riverside,22/08/2021,621,32,653,3401,131,8,63
Nevada,09/12/2020,13,0,13,129,5,0,2
San Joaquin,05/04/2021,59,3,62,880,18,0,8
San Bernardino,05/06/2020,180,63,243,4821,61,14,140
El Dorado,07/11/2020,2,0,2,189,2,0,8
Placer,11/04/2020,20,19,,,7,4,13
Kern,25/07/2020,248,29,277,1398,62,2,39
San Bernardino,09/07/2020,522,78,600,4838,160,6,165
Placer,06/04/2020,20,12,,,10,1,24
San Benito,23/08/2020,6,0,6,25,2,0,1
Nevada,28/09/2021,17,0,17,126,4,0,1
Plumas,28/05/2021,0,0,0,35,0,0,0
Siskiyou,05/08/2021,3,0,3,55,0,4,3
San Benito,01/08/2020,4,0,4,25,1,0,0
Sacramento,25/06/2020,73,24,97,2491,20,4,93
Amador,31/03/2020,0,0,,,0,0,4
Calaveras,03/04/2020,0,1,,,0,0,5
Amador,15/07/2020,1,1,2,51,0,1,1
Tulare,13/10/2020,28,9,37,677,5,0,26
Napa,15/07/2021,5,0,5,199,2,0,6
Sutter,20/07/2020,0,0,0,14,0,0,
Humboldt,24/12/2020,6,4,10,265,2,0,16
Del Norte,03/07/2021,1,0,1,53,1,0,2
Shasta,08/09/2020,2,1,3,561,1,0,6
Glenn,27/08/2021,12,1,13,47,0,0,0
Stanislaus,17/07/2021,53,14,67,1298,15,1,29
Mendocino,10/12/2020,7,0,7,79,2,0,7
Lassen,16/08/2020,0,0,0,25,0,0,0
Tulare,12/09/2021,167,2,169,692,23,0,3
Merced,09/06/2020,4,0,4,242,2,0,4
Mendocino,15/06/2021,4,0,4,93,3,0,4
Mono,20/07/2021,0,0,0,17,0,0,2
Trinity,11/09/2020,0,0,0,25,0,0,0
Monterey,05/09/2020,27,2,29,729,10,0,18
Marin,03/10/2020,8,6,14,336,3,1,14
Orange,25/05/2020,300,94,394,6993,119,19,441
Orange,30/01/2021,1412,38,1450,5959,392,4,98
Contra Costa,07/04/2021,22,6,28,1295,10,1,45
Monterey,17/06/2020,15,2,17,824,2,1,85
Napa,29/07/2021,12,0,12,204,4,0,6
San Joaquin,18/10/2020,23,5,28,997,5,1,49
Glenn,12/08/2020,0,2,2,47,0,0,0
Tuolumne,11/06/2020,0,0,0,151,0,0,0
Mariposa,10/08/2021,0,0,0,12,0,0,0
Placer,30/04/2021,37,15,52,795,9,6,21
San Mateo,21/06/2021,6,8,14,692,2,2,20
Mendocino,22/09/2020,6,0,6,150,2,0,4
San Luis Obispo,08/05/2021,2,0,2,460,0,0,19
Nevada,03/10/2021,13,0,13,109,3,0,0
Tehama,17/06/2021,1,0,1,59,1,0,3
San Benito,23/09/2020,1,0,1,25,1,0,3
Del Norte,14/05/2020,0,0,0,51,0,0,5
Ventura,13/08/2021,116,12,128,1158,29,3,22
Lassen,10/09/2020,0,0,0,25,0,0,0
Orange,04/01/2021,2236,42,2278,6031,504,5,88
Ventura,05/12/2020,117,10,127,1198,46,1,23
Mariposa,31/01/2021,0,0,0,14,0,0,0
Yolo,26/05/2020,1,0,1,186,0,0,5
Kern,20/04/2020,34,11,,,13,1,51
Siskiyou,22/08/2020,0,0,0,56,0,0,5
Mono,24/02/2021,0,0,0,17,0,0,2
Lassen,08/07/2021,0,0,0,25,0,0,0
Orange,23/12/2020,1893,73,1966,6082,405,12,101
Nevada,14/05/2021,6,0,6,132,3,0,1
Santa Clara,22/06/2021,42,11,53,3019,15,1,102
Solano,08/11/2020,28,11,39,491,8,2,21
Glenn,21/08/2020,0,2,2,47,0,0,0
Nevada,21/05/2021,1,0,1,120,0,0,6
Modoc,28/06/2021,0,0,0,12,0,0,0
Placer,23/09/2021,173,20,193,774,50,0,10
Tulare,20/04/2020,27,0,,,9,0,15
San Bernardino,10/12/2020,1132,109,1241,4029,234,7,71
Kings,06/05/2020,13,0,13,199,2,0,2
Santa Clara,04/02/2021,381,14,395,3160,108,3,49
Imperial,24/09/2021,23,0,23,236,11,0,4
Inyo,18/08/2020,3,2,5,29,0,0,4
Riverside,18/06/2020,292,129,421,4017,76,21,97
Stanislaus,16/04/2021,96,17,113,1301,23,2,21
Yuba,04/12/2020,41,0,41,265,10,0,5
Marin,23/08/2021,20,3,23,330,5,0,10
Imperial,27/04/2020,27,7,34,247,11,1,4
Yolo,03/08/2020,7,0,7,96,6,0,4
Orange,16/09/2021,367,8,375,5969,108,1,150
San Mateo,16/03/2021,23,8,31,677,9,1,24
Mono,15/06/2020,0,0,0,40,0,0,2
Del Norte,25/06/2020,1,0,1,51,1,0,1
Stanislaus,08/06/2020,26,13,39,1369,10,2,78
Marin,01/10/2021,11,1,12,329,3,0,4
Santa Cruz,11/09/2021,16,0,16,372,1,0,3
Santa Cruz,22/08/2021,13,0,13,372,3,0,7
Kern,14/04/2021,39,10,49,1135,11,0,47
Mendocino,12/03/2021,3,0,3,105,0,0,6
Inyo,30/07/2020,0,0,0,29,0,0,3
Imperial,03/05/2021,12,1,13,236,5,0,6
San Diego,23/12/2020,1404,62,1466,6699,369,11,190
Marin,05/08/2020,21,2,23,317,6,0,9
Mendocino,14/08/2020,13,0,13,150,4,0,7
Contra Costa,16/08/2020,98,31,129,1463,36,6,41
Sacramento,23/08/2020,218,33,251,2402,66,7,96
Stanislaus,03/03/2021,114,13,127,1306,26,3,16
San Francisco,25/08/2020,89,19,108,1837,34,5,72
Kings,28/04/2020,9,2,11,199,2,0,8
Monterey,11/10/2020,27,2,29,702,9,0,20
Glenn,16/08/2021,0,0,0,47,0,0,0
Lassen,03/08/2020,0,1,1,25,0,0,0
Santa Clara,07/11/2020,105,19,124,3020,26,1,69
Siskiyou,26/04/2021,5,0,5,56,1,0,5
Sacramento,28/04/2020,43,33,76,1256,16,9,129
Santa Barbara,20/07/2021,21,3,24,603,6,0,29
Placer,25/05/2020,5,20,25,753,3,6,47
Merced,25/04/2021,13,0,13,271,4,0,6
Glenn,15/08/2021,1,0,1,47,0,0,0
Nevada,16/12/2020,18,0,18,136,3,0,0
Contra Costa,06/10/2020,32,25,57,1526,6,4,56
Trinity,12/05/2020,0,0,0,54,0,0,
San Diego,01/10/2020,186,54,240,6775,73,12,302
Merced,08/12/2020,37,0,37,271,6,0,9
